customer_id,age,average_purchase,loyalty_score,preferred_color,membership_level,is_active,has_subscription,marketing_consent,last_feedback,registration_date,membership_duration_days,tags
507,36,79.43,0.4,Red,Gold,False,1,Yes,Customer feedback 506: Need improvement,2022-07-15 09:44:26.082192,369.4,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
508,56,96.24,3.9,Red,Platinum,False,0,Yes,Customer feedback 507: Great service!,2024-10-17 09:44:26.082194,505.8,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
509,84,88.46,9.3,Black,Silver,False,0,No,Customer feedback 508: Excellent products,2025-02-01 09:44:26.082197,560.3,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
510,62,128.81,1.3,Green,Silver,False,1,Yes,Customer feedback 509: Excellent products,2024-04-20 09:44:26.082199,728.6,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
511,30,74.96,7.4,Black,Platinum,False,1,No,Customer feedback 510: Could be better,2024-01-18 09:44:26.082201,354.8,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
512,75,101.71,9.7,Red,Bronze,True,0,Yes,Customer feedback 511: Great service!,2025-03-21 09:44:26.082203,612.7,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
513,37,163.65,0.5,Yellow,Bronze,True,1,Yes,Customer feedback 512: Need improvement,2024-10-22 09:44:26.082206,585.4,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
514,89,110.33,6.8,Blue,Gold,False,0,Yes,Customer feedback 513: Could be better,2024-02-09 09:44:26.082208,547.6,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
515,78,114.48,4.7,Yellow,Silver,False,1,No,Customer feedback 514: Excellent products,2023-03-09 09:44:26.082210,640.5,"{'interests': ['Food', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
516,56,129.02,5.8,Yellow,Platinum,False,0,No,Customer feedback 515: Could be better,2022-12-09 09:44:26.082212,259.4,"{'interests': ['Technology', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
517,18,88.43,0.9,Red,Bronze,True,1,No,Customer feedback 516: Could be better,2023-11-01 09:44:26.082214,84.6,"{'interests': ['Food', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
518,20,72.96,0.4,Black,Gold,False,0,No,Customer feedback 517: Excellent products,2023-06-08 09:44:26.082217,119.3,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
519,79,104.41,6.7,Green,Silver,False,1,Yes,Customer feedback 518: Great service!,2023-10-04 09:44:26.082219,224.6,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
520,80,106.64,8.2,Yellow,Silver,False,0,Yes,Customer feedback 519: Great service!,2023-09-22 09:44:26.082221,500.2,"{'interests': ['Technology', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
521,42,59.54,7.8,Black,Gold,False,0,Yes,Customer feedback 520: Could be better,2023-08-16 09:44:26.082223,840.4,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
522,73,109.38,5.4,Green,Gold,True,1,Yes,Customer feedback 521: Excellent products,2025-03-07 09:44:26.082226,701.3,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
523,50,126.75,1.0,Yellow,Bronze,False,1,No,Customer feedback 522: Need improvement,2023-04-27 09:44:26.082228,789.0,"{'interests': ['Technology', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
524,55,77.18,6.9,Green,Platinum,False,0,Yes,Customer feedback 523: Could be better,2024-01-14 09:44:26.082231,351.0,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
525,23,110.89,2.4,Black,Silver,True,0,Yes,Customer feedback 524: Need improvement,2024-09-08 09:44:26.082233,404.7,"{'interests': ['Food', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
526,75,122.31,9.1,Blue,Platinum,False,0,Yes,Customer feedback 525: Could be better,2023-12-21 09:44:26.082235,393.7,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
527,61,114.67,8.4,Black,Silver,False,0,No,Customer feedback 526: Could be better,2023-04-19 09:44:26.082237,191.9,"{'interests': ['Food', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
528,62,117.03,7.1,Red,Silver,True,1,No,Customer feedback 527: Excellent products,2022-08-02 09:44:26.082239,61.2,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
529,49,93.88,9.5,Green,Platinum,True,0,No,Customer feedback 528: Excellent products,2023-01-06 09:44:26.082242,590.9,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
530,62,71.81,0.3,Blue,Gold,True,0,Yes,Customer feedback 529: Need improvement,2024-12-21 09:44:26.082244,989.2,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
531,78,88.82,7.4,Green,Bronze,False,0,No,Customer feedback 530: Need improvement,2023-03-24 09:44:26.082246,166.8,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
532,64,85.35,3.3,Green,Silver,False,1,Yes,Customer feedback 531: Great service!,2024-02-03 09:44:26.082248,46.7,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
533,38,97.99,9.1,Yellow,Gold,True,0,Yes,Customer feedback 532: Excellent products,2024-12-24 09:44:26.082250,779.5,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
534,53,127.33,2.7,Red,Silver,True,1,Yes,Customer feedback 533: Could be better,2023-10-11 09:44:26.082253,252.6,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
535,36,67.2,7.2,Green,Bronze,True,1,No,Customer feedback 534: Could be better,2023-07-05 09:44:26.082255,829.6,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
536,37,103.61,8.8,Black,Silver,False,1,No,Customer feedback 535: Great service!,2022-12-06 09:44:26.082257,703.9,"{'interests': ['Food', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
537,74,73.41,0.4,Black,Bronze,False,1,Yes,Customer feedback 536: Excellent products,2023-10-30 09:44:26.082259,945.7,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
538,35,81.5,4.0,Yellow,Bronze,True,1,Yes,Customer feedback 537: Could be better,2024-12-19 09:44:26.082262,408.9,"{'interests': ['Food', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
539,64,113.97,7.6,Red,Silver,False,1,No,Customer feedback 538: Great service!,2023-05-26 09:44:26.082264,662.0,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
540,66,70.25,4.5,Red,Silver,True,1,No,Customer feedback 539: Great service!,2022-07-31 09:44:26.082266,464.9,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
541,31,118.36,2.7,Black,Bronze,False,0,No,Customer feedback 540: Could be better,2023-02-25 09:44:26.082268,630.6,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
542,32,66.2,2.2,Blue,Gold,False,0,Yes,Customer feedback 541: Could be better,2023-01-18 09:44:26.082270,449.6,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
543,48,116.67,1.3,Yellow,Platinum,False,1,Yes,Customer feedback 542: Need improvement,2024-07-01 09:44:26.082273,188.6,"{'interests': ['Food', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
544,18,61.26,8.6,Yellow,Bronze,False,0,Yes,Customer feedback 543: Excellent products,2025-01-29 09:44:26.082275,507.9,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
545,71,84.55,5.8,Black,Silver,True,0,No,Customer feedback 544: Need improvement,2023-02-11 09:44:26.082277,528.6,"{'interests': ['Food', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
546,20,147.41,0.8,Black,Silver,False,1,No,Customer feedback 545: Great service!,2022-10-17 09:44:26.082279,810.6,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
547,33,142.71,3.8,Blue,Gold,False,0,No,Customer feedback 546: Could be better,2024-09-28 09:44:26.082282,735.5,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
548,74,89.69,3.7,Blue,Platinum,True,1,Yes,Customer feedback 547: Need improvement,2024-05-22 09:44:26.082284,663.8,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
549,29,109.75,1.8,Red,Bronze,False,0,Yes,Customer feedback 548: Great service!,2022-10-01 09:44:26.082286,113.4,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
550,33,130.1,4.4,Yellow,Bronze,True,1,No,Customer feedback 549: Excellent products,2024-11-17 09:44:26.082288,720.6,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
551,89,117.03,3.3,Yellow,Platinum,True,1,Yes,Customer feedback 550: Could be better,2024-04-26 09:44:26.082290,500.3,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
552,41,93.16,3.4,Black,Bronze,False,0,No,Customer feedback 551: Need improvement,2024-12-20 09:44:26.082293,894.1,"{'interests': ['Food', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
553,45,81.28,7.4,Red,Platinum,False,0,Yes,Customer feedback 552: Excellent products,2023-10-06 09:44:26.082295,919.9,"{'interests': ['Food', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
554,25,121.7,2.2,Yellow,Silver,True,1,No,Customer feedback 553: Need improvement,2024-03-20 09:44:26.082297,55.2,"{'interests': ['Food', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
555,53,128.27,6.4,Red,Platinum,True,1,Yes,Customer feedback 554: Great service!,2024-12-15 09:44:26.082299,820.6,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
556,25,142.89,5.7,Red,Bronze,True,1,Yes,Customer feedback 555: Excellent products,2022-09-03 09:44:26.082302,37.7,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
557,75,57.82,5.7,Black,Platinum,False,0,No,Customer feedback 556: Need improvement,2023-10-07 09:44:26.082304,367.2,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
558,77,68.67,6.6,Red,Gold,True,0,No,Customer feedback 557: Excellent products,2024-04-15 09:44:26.082306,542.3,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
559,67,129.05,5.5,Blue,Silver,True,0,No,Customer feedback 558: Great service!,2023-03-23 09:44:26.082308,148.1,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
560,45,61.21,8.8,Blue,Silver,True,0,No,Customer feedback 559: Excellent products,2024-05-22 09:44:26.082311,746.3,"{'interests': ['Technology', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
561,58,130.96,6.8,Green,Platinum,False,1,No,Customer feedback 560: Need improvement,2024-07-12 09:44:26.082313,8.4,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
562,81,94.63,5.5,Black,Bronze,True,1,Yes,Customer feedback 561: Great service!,2023-05-11 09:44:26.082315,168.6,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
563,44,86.98,8.3,Green,Gold,False,1,No,Customer feedback 562: Could be better,2022-12-04 09:44:26.082317,580.8,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
564,80,105.14,6.1,Blue,Silver,False,1,No,Customer feedback 563: Need improvement,2025-01-29 09:44:26.082319,714.4,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
565,34,66.37,2.9,Green,Silver,True,0,No,Customer feedback 564: Need improvement,2024-05-06 09:44:26.082322,916.6,"{'interests': ['Food', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
566,50,120.6,2.1,Black,Bronze,False,1,Yes,Customer feedback 565: Great service!,2023-11-08 09:44:26.082324,705.5,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
567,46,142.24,1.5,Black,Bronze,True,1,No,Customer feedback 566: Great service!,2024-11-22 09:44:26.082326,671.8,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
568,30,121.76,9.0,Red,Gold,False,0,No,Customer feedback 567: Could be better,2023-08-21 09:44:26.082328,394.3,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
569,63,93.84,7.1,Yellow,Platinum,False,0,No,Customer feedback 568: Need improvement,2023-02-11 09:44:26.082331,1.3,"{'interests': ['Food', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
570,52,61.55,9.4,Red,Bronze,True,1,Yes,Customer feedback 569: Great service!,2023-03-13 09:44:26.082333,120.2,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
571,23,62.51,6.0,Black,Platinum,True,0,Yes,Customer feedback 570: Could be better,2023-10-12 09:44:26.082335,534.6,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
572,86,66.76,4.7,Blue,Gold,True,1,No,Customer feedback 571: Could be better,2023-03-31 09:44:26.082337,675.1,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
573,64,99.69,0.6,Blue,Platinum,False,0,Yes,Customer feedback 572: Great service!,2023-10-17 09:44:26.082340,417.4,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
574,42,102.84,6.7,Red,Silver,False,0,No,Customer feedback 573: Need improvement,2023-11-25 09:44:26.082342,730.7,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
575,83,121.71,5.8,Black,Platinum,True,1,Yes,Customer feedback 574: Excellent products,2023-07-23 09:44:26.082344,521.9,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
576,27,55.1,9.9,Blue,Gold,True,0,No,Customer feedback 575: Excellent products,2023-07-25 09:44:26.082346,74.2,"{'interests': ['Food', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
577,73,132.78,2.4,Black,Gold,False,1,Yes,Customer feedback 576: Could be better,2023-06-17 09:44:26.082349,192.0,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
578,47,117.36,5.3,Blue,Gold,False,0,No,Customer feedback 577: Excellent products,2024-03-31 09:44:26.082351,840.0,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
579,22,91.83,6.5,Black,Platinum,False,0,No,Customer feedback 578: Excellent products,2022-11-20 09:44:26.082353,724.9,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
580,50,70.26,6.4,Green,Silver,True,0,Yes,Customer feedback 579: Great service!,2022-10-08 09:44:26.082355,894.8,"{'interests': ['Food', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
581,82,131.23,5.6,Black,Bronze,False,0,No,Customer feedback 580: Could be better,2022-10-07 09:44:26.082357,117.6,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
582,35,92.5,7.8,Black,Silver,True,0,No,Customer feedback 581: Need improvement,2023-06-23 09:44:26.082360,990.2,"{'interests': ['Technology', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
583,66,99.5,2.0,Red,Platinum,False,1,No,Customer feedback 582: Could be better,2023-01-29 09:44:26.082362,209.4,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
584,28,109.59,7.3,Green,Platinum,False,0,No,Customer feedback 583: Great service!,2023-01-15 09:44:26.082364,11.8,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
585,43,77.17,6.2,Yellow,Bronze,True,1,Yes,Customer feedback 584: Excellent products,2022-07-17 09:44:26.082366,997.4,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
586,80,92.95,9.0,Red,Platinum,True,0,No,Customer feedback 585: Need improvement,2024-12-26 09:44:26.082368,281.1,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
587,76,121.63,8.5,Yellow,Gold,True,1,Yes,Customer feedback 586: Could be better,2024-05-22 09:44:26.082371,668.0,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
588,44,119.1,3.2,Blue,Gold,False,0,Yes,Customer feedback 587: Excellent products,2024-12-02 09:44:26.082373,176.7,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
589,66,119.33,2.8,Yellow,Gold,False,1,Yes,Customer feedback 588: Could be better,2024-05-19 09:44:26.082375,580.2,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
590,50,71.12,9.8,Black,Gold,False,1,Yes,Customer feedback 589: Need improvement,2023-01-26 09:44:26.082378,904.0,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
591,18,94.09,5.3,Yellow,Gold,True,0,No,Customer feedback 590: Could be better,2023-08-20 09:44:26.082380,320.2,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
592,38,90.09,9.1,Red,Platinum,False,0,No,Customer feedback 591: Could be better,2023-11-26 09:44:26.082383,670.3,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
593,72,110.63,1.6,Red,Bronze,True,0,Yes,Customer feedback 592: Could be better,2024-01-03 09:44:26.082385,187.9,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
594,23,108.39,6.4,Yellow,Bronze,True,1,No,Customer feedback 593: Excellent products,2023-10-30 09:44:26.082388,624.8,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
595,86,103.89,8.1,Red,Gold,True,1,Yes,Customer feedback 594: Need improvement,2023-11-01 09:44:26.082391,336.5,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
596,22,161.64,9.5,Red,Platinum,False,0,No,Customer feedback 595: Need improvement,2022-09-30 09:44:26.082394,211.2,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
597,20,92.73,3.4,Yellow,Silver,False,0,No,Customer feedback 596: Excellent products,2023-04-18 09:44:26.082396,313.2,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
598,70,89.8,7.2,Green,Silver,True,1,No,Customer feedback 597: Excellent products,2024-05-24 09:44:26.082398,178.8,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
599,40,71.08,5.4,Green,Platinum,False,1,Yes,Customer feedback 598: Excellent products,2022-09-01 09:44:26.082400,901.9,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
600,70,61.55,0.6,Blue,Gold,True,0,Yes,Customer feedback 599: Great service!,2023-04-26 09:44:26.082403,397.2,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
601,54,69.49,6.9,Red,Bronze,True,1,No,Customer feedback 600: Could be better,2023-04-25 09:44:26.082405,245.3,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
602,34,82.03,6.9,Yellow,Platinum,False,0,Yes,Customer feedback 601: Could be better,2023-10-10 09:44:26.082407,448.4,"{'interests': ['Sports', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
603,18,132.75,9.3,Red,Silver,True,0,Yes,Customer feedback 602: Need improvement,2023-12-12 09:44:26.082409,320.5,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
604,68,100.98,5.0,Black,Silver,True,0,No,Customer feedback 603: Could be better,2022-10-04 09:44:26.082412,744.4,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
605,62,104.83,2.3,Red,Silver,False,1,Yes,Customer feedback 604: Great service!,2022-08-07 09:44:26.082414,971.2,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
606,21,97.59,0.4,Red,Gold,True,1,No,Customer feedback 605: Excellent products,2025-03-15 09:44:26.082416,438.0,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
607,79,109.13,4.2,Green,Silver,True,1,No,Customer feedback 606: Need improvement,2023-09-22 09:44:26.082418,861.0,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
608,82,135.05,3.0,Yellow,Platinum,True,1,No,Customer feedback 607: Need improvement,2022-08-09 09:44:26.082420,565.9,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
609,49,50.15,7.6,Red,Platinum,True,0,Yes,Customer feedback 608: Could be better,2024-11-25 09:44:26.082423,157.2,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
610,51,130.46,3.5,Green,Silver,True,1,No,Customer feedback 609: Need improvement,2024-06-15 09:44:26.082425,690.6,"{'interests': ['Food', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
611,89,37.12,9.5,Blue,Platinum,True,0,No,Customer feedback 610: Excellent products,2022-10-20 09:44:26.082427,513.4,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
612,56,100.71,9.6,Green,Silver,True,0,Yes,Customer feedback 611: Need improvement,2024-11-23 09:44:26.082429,650.6,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
613,43,154.8,6.2,Green,Silver,False,0,Yes,Customer feedback 612: Excellent products,2024-04-13 09:44:26.082431,889.7,"{'interests': ['Food', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
614,51,117.02,9.3,Green,Bronze,False,1,Yes,Customer feedback 613: Great service!,2025-02-09 09:44:26.082434,440.4,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
615,71,109.33,7.6,Red,Gold,True,0,Yes,Customer feedback 614: Great service!,2022-10-27 09:44:26.082436,901.2,"{'interests': ['Technology', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
616,20,150.05,5.5,Red,Gold,True,0,No,Customer feedback 615: Excellent products,2023-02-01 09:44:26.082438,750.7,"{'interests': ['Food', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
617,67,82.42,1.8,Blue,Bronze,False,1,Yes,Customer feedback 616: Could be better,2024-03-13 09:44:26.082440,488.6,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
618,29,110.85,4.6,Black,Bronze,False,0,Yes,Customer feedback 617: Need improvement,2024-07-13 09:44:26.082443,603.2,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
619,82,114.45,5.6,Black,Gold,False,1,Yes,Customer feedback 618: Could be better,2022-07-27 09:44:26.082445,325.6,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
620,71,86.94,8.6,Black,Silver,False,1,Yes,Customer feedback 619: Need improvement,2024-09-01 09:44:26.082447,983.6,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
621,22,89.15,4.8,Blue,Silver,False,1,No,Customer feedback 620: Great service!,2023-12-31 09:44:26.082449,667.4,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
622,74,86.41,9.0,Black,Gold,True,0,Yes,Customer feedback 621: Great service!,2024-01-02 09:44:26.082452,43.8,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
623,34,102.18,6.7,Black,Silver,False,1,No,Customer feedback 622: Great service!,2023-01-23 09:44:26.082454,326.6,"{'interests': ['Food', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
624,64,113.67,1.4,Green,Bronze,False,1,Yes,Customer feedback 623: Need improvement,2025-02-20 09:44:26.082456,623.3,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
625,40,103.08,9.9,Red,Silver,False,1,No,Customer feedback 624: Great service!,2023-08-27 09:44:26.082459,56.3,"{'interests': ['Food', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
626,31,117.74,5.3,Red,Silver,True,1,No,Customer feedback 625: Great service!,2022-11-24 09:44:26.082461,23.9,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
627,83,50.77,3.9,Green,Platinum,True,0,Yes,Customer feedback 626: Great service!,2024-06-30 09:44:26.082463,450.0,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
628,68,94.54,6.6,Green,Platinum,True,1,No,Customer feedback 627: Great service!,2022-12-18 09:44:26.082465,332.7,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
629,55,74.41,1.1,Green,Platinum,True,0,Yes,Customer feedback 628: Could be better,2023-03-12 09:44:26.082467,438.3,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
630,81,107.54,6.4,Red,Silver,True,1,No,Customer feedback 629: Great service!,2024-11-25 09:44:26.082470,262.7,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
631,55,107.17,5.0,Black,Gold,True,0,No,Customer feedback 630: Great service!,2024-04-19 09:44:26.082472,164.7,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
632,67,97.11,4.1,Green,Bronze,False,1,No,Customer feedback 631: Could be better,2023-04-29 09:44:26.082474,689.1,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
